company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,total_seats,total_pax,load_factor,scheduled_ground,total_bags,bags_per_pax,transfer_bags,checked_bags,transfer_ratio,ssr_count,ssr_per_100pax,delay_minutes,difficulty_score,daily_rank,daily_rank_pct,difficulty_class
G7,4563,09-08-2025,ORD,FSD,09-08-2025 12:45,09-08-2025 14:35,50,61,1.22,65,53,0.868852459,38,0,0.716981132,1,1.639344262,1,1.704708223,91,0.174664108,Difficult
G7,4395,09-08-2025,ORD,TVC,09-08-2025 18:15,09-08-2025 20:38,50,50,1,85,47,0.94,39,0,0.829787234,1,2,7,1.641044835,99,0.190019194,Difficult
G7,4431,10-08-2025,ORD,MSN,10-08-2025 15:40,10-08-2025 16:45,50,52,1.04,51,55,1.057692308,37,0,0.672727273,1,1.923076923,80,2.266584567,54,0.096947935,Difficult
G7,4416,11-08-2025,ORD,STL,11-08-2025 18:05,11-08-2025 19:31,50,50,1,60,52,1.04,48,0,0.923076923,1,2,-7,3.02229085,28,0.049122807,Difficult
G7,4546,11-08-2025,ORD,AVP,11-08-2025 18:35,11-08-2025 21:43,50,51,1.02,95,40,0.784313726,34,0,0.85,1,1.960784314,-9,1.776576469,91,0.159649123,Difficult
G7,4491,11-08-2025,ORD,CAE,11-08-2025 18:30,11-08-2025 21:45,50,50,1,80,38,0.76,34,0,0.894736842,1,2,-8,1.667837656,97,0.170175439,Difficult
G7,4184,12-08-2025,ORD,DAY,12-08-2025 08:50,12-08-2025 11:14,50,13,0.26,-190,17,1.307692308,17,0,1,1,7.692307692,192,3.525846181,21,0.044397463,Difficult
G7,4584,12-08-2025,ORD,TUL,12-08-2025 20:07,12-08-2025 22:15,50,55,1.1,317,62,1.127272727,55,0,0.887096774,1,1.818181818,145,3.416688052,24,0.050739958,Difficult
G7,4186,12-08-2025,ORD,MLI,12-08-2025 20:20,12-08-2025 21:37,50,35,0.7,-705,38,1.085714286,37,0,0.973684211,1,2.857142857,731,2.296076501,57,0.1205074,Difficult
G7,4574,12-08-2025,ORD,YOW,12-08-2025 10:56,12-08-2025 14:04,50,40,0.8,102,35,0.875,31,0,0.885714286,1,2.5,-10,1.48211647,92,0.194503171,Difficult
G7,4585,13-08-2025,ORD,DAY,13-08-2025 10:55,13-08-2025 13:18,50,49,0.98,63,86,1.755102041,70,0,0.813953488,1,2.040816327,26,5.169617534,5,0.009451796,Difficult
G7,4517,13-08-2025,ORD,SCE,13-08-2025 14:10,13-08-2025 17:01,50,55,1.1,-18,47,0.854545455,38,0,0.808510638,1,1.818181818,63,1.954391582,87,0.164461248,Difficult
G7,4185,13-08-2025,ORD,STL,13-08-2025 20:05,13-08-2025 21:35,50,49,0.98,327,43,0.87755102,42,0,0.976744186,1,2.040816327,20,1.93299552,88,0.166351607,Difficult
G7,4188,13-08-2025,ORD,GSO,13-08-2025 18:10,13-08-2025 21:17,50,48,0.96,135,52,1.083333333,36,0,0.692307692,1,2.083333333,5,1.859364881,97,0.183364839,Difficult
G7,4387,14-08-2025,ORD,CID,14-08-2025 09:20,14-08-2025 10:40,50,57,1.14,75,43,0.754385965,35,0,0.813953488,1,1.754385965,9,2.147992347,70,0.125,Difficult
G7,4445,14-08-2025,ORD,BHM,14-08-2025 10:55,14-08-2025 12:55,50,47,0.94,60,54,1.14893617,32,0,0.592592593,1,2.127659574,-7,2.081508424,76,0.135714286,Difficult
G7,4546,14-08-2025,ORD,AVP,14-08-2025 18:35,14-08-2025 21:43,50,49,0.98,95,44,0.897959184,37,0,0.840909091,1,2.040816327,107,1.89128623,91,0.1625,Difficult
G7,4585,14-08-2025,ORD,DAY,14-08-2025 10:55,14-08-2025 13:18,50,44,0.88,101,40,0.909090909,37,0,0.925,1,2.272727273,-11,1.595356981,108,0.192857143,Difficult
G7,4416,14-08-2025,ORD,STL,14-08-2025 18:05,14-08-2025 19:31,50,58,1.16,316,31,0.534482759,28,0,0.903225807,1,1.724137931,-3,1.538605218,110,0.196428571,Difficult
G7,4518,15-08-2025,ORD,STL,15-08-2025 16:47,15-08-2025 18:07,50,59,1.18,44,51,0.86440678,48,0,0.941176471,1,1.694915254,10,3.083135974,29,0.052158273,Difficult
G7,4519,15-08-2025,ORD,SCE,15-08-2025 18:20,15-08-2025 21:24,50,48,0.96,75,49,1.020833333,45,0,0.918367347,1,2.083333333,-7,2.772270842,39,0.070143885,Difficult
G7,4391,15-08-2025,ORD,SGF,15-08-2025 20:06,15-08-2025 22:00,50,43,0.86,71,40,0.930232558,40,0,1,1,2.325581395,92,2.167426708,69,0.124100719,Difficult
G7,4389,15-08-2025,ORD,CID,15-08-2025 12:50,15-08-2025 14:04,50,50,1,36,47,0.94,33,0,0.70212766,1,2,22,1.942413213,88,0.158273381,Difficult
G7,4518,01-08-2025,ORD,STL,01-08-2025 16:47,01-08-2025 18:07,50,52,1.04,52,56,1.076923077,46,0,0.821428571,2,3.846153846,-1,3.809636265,10,0.017825312,Difficult
G7,4406,01-08-2025,ORD,TVC,01-08-2025 09:25,01-08-2025 11:54,50,49,0.98,101,34,0.693877551,30,0,0.882352941,2,4.081632653,-5,1.974002511,59,0.105169341,Difficult
G7,4571,01-08-2025,ORD,XNA,01-08-2025 20:00,01-08-2025 22:06,50,59,1.18,80,30,0.508474576,24,0,0.8,2,3.389830508,3,1.824661491,71,0.126559715,Difficult
G7,4585,01-08-2025,ORD,DAY,01-08-2025 10:55,01-08-2025 13:18,50,55,1.1,69,36,0.654545455,22,0,0.611111111,2,3.636363636,-9,1.61530402,94,0.167557932,Difficult
G7,4445,01-08-2025,ORD,BHM,01-08-2025 10:55,01-08-2025 12:55,50,49,0.98,76,35,0.714285714,24,0,0.685714286,2,4.081632653,-11,1.556074225,102,0.181818182,Difficult
G7,4518,02-08-2025,ORD,STL,02-08-2025 16:47,02-08-2025 18:07,50,67,1.34,291,65,0.970149254,62,0,0.953846154,2,2.985074627,-7,4.241628523,13,0.025,Difficult
G7,4491,02-08-2025,ORD,CAE,02-08-2025 18:30,02-08-2025 21:45,50,54,1.08,89,48,0.888888889,33,0,0.6875,2,3.703703704,-2,2.19699208,65,0.125,Difficult
G7,4584,02-08-2025,ORD,TUL,02-08-2025 20:07,02-08-2025 22:15,50,63,1.26,83,37,0.587301587,34,0,0.918918919,2,3.174603175,-5,2.005406351,80,0.153846154,Difficult
G7,4502,02-08-2025,ORD,LEX,02-08-2025 10:50,02-08-2025 13:21,50,48,0.96,62,38,0.791666667,32,0,0.842105263,2,4.166666667,-4,1.770028142,99,0.190384615,Difficult
G7,4549,03-08-2025,ORD,MLI,03-08-2025 14:00,03-08-2025 15:07,50,55,1.1,8602,44,0.8,38,0,0.863636364,2,3.636363636,-9,3.220974675,25,0.045620438,Difficult
G7,4458,03-08-2025,ORD,LIT,03-08-2025 12:45,03-08-2025 14:38,50,50,1,42,42,0.84,30,0,0.714285714,2,4,-4,2.572101043,47,0.085766423,Difficult
G7,4173,03-08-2025,ORD,AVL,03-08-2025 13:55,03-08-2025 16:55,50,56,1.12,40,40,0.714285714,29,0,0.725,2,3.571428571,-2,2.527948311,48,0.087591241,Difficult
G7,4494,03-08-2025,ORD,GRR,03-08-2025 15:35,03-08-2025 17:44,50,50,1,40,35,0.7,27,0,0.771428571,2,4,4,2.031733706,79,0.144160584,Difficult
G7,4600,03-08-2025,ORD,XNA,03-08-2025 15:43,03-08-2025 17:37,50,62,1.24,54,33,0.532258065,21,0,0.636363636,2,3.225806452,-3,1.996605805,82,0.149635037,Difficult
G7,4574,04-08-2025,ORD,YOW,04-08-2025 10:56,04-08-2025 14:04,50,52,1.04,64,48,0.923076923,39,0,0.8125,2,3.846153846,-6,3.945104839,23,0.040707965,Difficult
G7,4518,05-08-2025,ORD,STL,05-08-2025 16:47,05-08-2025 18:07,50,61,1.22,112,53,0.868852459,50,0,0.943396226,2,3.278688525,4,4.335888866,15,0.028462998,Difficult
G7,4184,05-08-2025,ORD,DAY,05-08-2025 08:50,05-08-2025 11:14,50,53,1.06,53,31,0.58490566,29,0,0.935483871,2,3.773584906,-6,2.273965625,65,0.123339658,Difficult
G7,4571,05-08-2025,ORD,XNA,05-08-2025 20:00,05-08-2025 22:06,50,50,1,80,31,0.62,22,0,0.709677419,2,4,0,1.614628304,101,0.191650854,Difficult
G7,4517,06-08-2025,ORD,SCE,06-08-2025 14:10,06-08-2025 17:01,50,40,0.8,81,43,1.075,30,0,0.697674419,2,5,-9,3.229036568,33,0.065737052,Difficult
G7,4468,06-08-2025,ORD,LEX,06-08-2025 21:20,06-08-2025 23:50,50,32,0.64,62,27,0.84375,17,0,0.62962963,2,6.25,135,1.85442023,96,0.19123506,Difficult
G7,4406,07-08-2025,ORD,TVC,07-08-2025 09:25,07-08-2025 11:54,50,49,0.98,80,60,1.224489796,37,0,0.616666667,2,4.081632653,-1,3.94407246,13,0.023465704,Difficult
G7,4426,07-08-2025,ORD,BUF,07-08-2025 10:35,07-08-2025 13:21,50,56,1.12,43,54,0.964285714,38,0,0.703703704,2,3.571428571,-7,3.634278704,20,0.036101083,Difficult
G7,4518,07-08-2025,ORD,STL,07-08-2025 16:47,07-08-2025 18:07,50,59,1.18,44,28,0.474576271,26,0,0.928571429,2,3.389830508,-7,2.318553079,57,0.102888087,Difficult
G7,4391,07-08-2025,ORD,SGF,07-08-2025 20:06,07-08-2025 22:00,50,55,1.1,71,34,0.618181818,24,0,0.705882353,2,3.636363636,6,1.936452507,78,0.140794224,Difficult
G7,4568,07-08-2025,ORD,SCE,07-08-2025 10:35,07-08-2025 13:25,50,49,0.98,49,39,0.795918367,20,0,0.512820513,2,4.081632653,-1,1.645678466,97,0.175090253,Difficult
G7,4186,08-08-2025,ORD,MLI,08-08-2025 20:20,08-08-2025 21:37,50,48,0.96,105,37,0.770833333,37,0,1,2,4.166666667,-4,3.281390144,25,0.044964029,Difficult
G7,4481,08-08-2025,ORD,GRR,08-08-2025 07:00,08-08-2025 09:07,50,50,1,745,37,0.74,30,0,0.810810811,2,4,-6,2.679587428,41,0.073741007,Difficult
G7,4184,08-08-2025,ORD,DAY,08-08-2025 08:50,08-08-2025 11:14,50,52,1.04,57,37,0.711538462,30,0,0.810810811,2,3.846153846,-4,2.671008053,42,0.075539568,Difficult
G7,4391,09-08-2025,ORD,SGF,09-08-2025 20:06,09-08-2025 22:00,50,62,1.24,71,54,0.870967742,54,0,1,2,3.225806452,-9,3.321028576,19,0.03646833,Difficult
G7,4507,09-08-2025,ORD,CHA,09-08-2025 20:14,09-08-2025 22:59,50,32,0.64,79,34,1.0625,31,0,0.911764706,2,6.25,1,3.233320129,21,0.040307102,Difficult
G7,4559,09-08-2025,ORD,SDF,09-08-2025 10:55,09-08-2025 13:24,50,52,1.04,63,47,0.903846154,35,0,0.744680851,2,3.846153846,-6,2.388738951,49,0.094049904,Difficult
G7,4552,09-08-2025,ORD,DAY,09-08-2025 21:30,09-08-2025 23:58,50,47,0.94,72,38,0.808510638,37,0,0.973684211,2,4.255319149,6,2.33031136,51,0.097888676,Difficult
G7,4542,09-08-2025,ORD,LIT,09-08-2025 20:05,09-08-2025 22:16,50,60,1.2,81,39,0.65,39,0,1,2,3.333333333,0,2.190937822,59,0.113243762,Difficult
G7,4588,09-08-2025,ORD,MDT,09-08-2025 13:55,09-08-2025 16:57,50,54,1.08,58,47,0.87037037,25,0,0.531914894,2,3.703703704,-2,1.791670778,85,0.163147793,Difficult
G7,4613,10-08-2025,ORD,STL,10-08-2025 09:05,10-08-2025 10:40,50,53,1.06,60,55,1.037735849,42,0,0.763636364,2,3.773584906,-4,3.752107444,16,0.028725314,Difficult
G7,4387,10-08-2025,ORD,CID,10-08-2025 09:20,10-08-2025 10:40,50,50,1,96,47,0.94,47,0,1,2,4,0,3.738143958,17,0.030520646,Difficult
G7,4416,10-08-2025,ORD,STL,10-08-2025 18:05,10-08-2025 19:31,50,50,1,-140,50,1,28,0,0.56,2,4,199,2.79612157,35,0.062836625,Difficult
G7,4184,10-08-2025,ORD,DAY,10-08-2025 08:50,10-08-2025 11:14,50,55,1.1,57,44,0.8,31,0,0.704545455,2,3.636363636,10,2.762871521,36,0.064631957,Difficult
G7,4481,10-08-2025,ORD,GRR,10-08-2025 07:00,10-08-2025 09:07,50,37,0.74,36,38,1.027027027,28,0,0.736842105,2,5.405405405,21,2.604664511,40,0.071813285,Difficult
G7,4542,10-08-2025,ORD,LIT,10-08-2025 20:05,10-08-2025 22:16,50,49,0.98,70,33,0.673469388,25,0,0.757575758,2,4.081632653,-6,1.880798656,81,0.145421903,Difficult
G7,4429,11-08-2025,ORD,FSD,11-08-2025 15:52,11-08-2025 17:44,50,58,1.16,57,43,0.74137931,33,0,0.767441861,2,3.448275862,-2,3.262202244,24,0.042105263,Difficult
G7,4387,11-08-2025,ORD,CID,11-08-2025 09:20,11-08-2025 10:40,50,55,1.1,75,40,0.727272727,32,0,0.8,2,3.636363636,-1,2.978150557,29,0.050877193,Difficult
G7,4613,11-08-2025,ORD,STL,11-08-2025 09:05,11-08-2025 10:40,50,50,1,72,38,0.76,34,0,0.894736842,2,4,7,2.900065606,33,0.057894737,Difficult
G7,4186,11-08-2025,ORD,MLI,11-08-2025 20:20,11-08-2025 21:37,50,59,1.18,115,29,0.491525424,26,0,0.896551724,2,3.389830508,-6,2.568354055,47,0.08245614,Difficult
G7,4391,11-08-2025,ORD,SGF,11-08-2025 20:06,11-08-2025 22:00,50,50,1,86,29,0.58,26,0,0.896551724,2,4,128,2.082560693,70,0.122807018,Difficult
G7,4431,11-08-2025,ORD,MSN,11-08-2025 15:40,11-08-2025 16:45,50,50,1,62,37,0.74,20,0,0.540540541,2,4,-6,1.867844493,78,0.136842105,Difficult
G7,4425,12-08-2025,ORD,GRR,12-08-2025 14:00,12-08-2025 16:04,50,45,0.9,124,50,1.111111111,38,0,0.76,2,4.444444444,360,3.312443358,27,0.057082452,Difficult
G7,4387,12-08-2025,ORD,CID,12-08-2025 09:20,12-08-2025 10:40,50,46,0.92,96,33,0.717391304,33,0,1,2,4.347826087,-2,2.490971525,46,0.097251586,Difficult
G7,4529,12-08-2025,ORD,SGF,12-08-2025 08:55,12-08-2025 10:48,50,45,0.9,50,42,0.933333333,28,0,0.666666667,2,4.444444444,-7,2.353987303,55,0.11627907,Difficult
G7,4481,12-08-2025,ORD,GRR,12-08-2025 07:00,12-08-2025 09:07,50,52,1.04,897,35,0.673076923,31,0,0.885714286,2,3.846153846,-4,2.273089129,58,0.122621565,Difficult
G7,4599,12-08-2025,ORD,BHM,12-08-2025 19:45,12-08-2025 21:49,50,32,0.64,155,30,0.9375,18,0,0.6,2,6.25,179,1.893476015,67,0.141649049,Difficult
G7,4552,12-08-2025,ORD,DAY,12-08-2025 21:30,12-08-2025 23:58,50,43,0.86,422,26,0.604651163,25,0,0.961538462,2,4.651162791,109,1.82559963,71,0.150105708,Difficult
G7,4468,12-08-2025,ORD,LEX,12-08-2025 21:20,12-08-2025 23:50,50,51,1.02,64,32,0.62745098,24,0,0.75,2,3.921568627,102,1.661838153,78,0.164904863,Difficult
G7,4502,13-08-2025,ORD,LEX,13-08-2025 10:50,13-08-2025 13:21,50,55,1.1,55,50,0.909090909,41,0,0.82,2,3.636363636,-4,3.113260815,27,0.051039698,Difficult
G7,4529,13-08-2025,ORD,SGF,13-08-2025 08:55,13-08-2025 10:48,50,60,1.2,50,48,0.8,32,0,0.666666667,2,3.333333333,-5,2.653058338,46,0.086956522,Difficult
G7,4552,13-08-2025,ORD,DAY,13-08-2025 21:30,13-08-2025 23:58,50,53,1.06,74,34,0.641509434,30,0,0.882352941,2,3.773584906,-10,1.988765089,85,0.160680529,Difficult
G7,4429,13-08-2025,ORD,FSD,13-08-2025 15:52,13-08-2025 17:44,50,58,1.16,62,30,0.517241379,26,0,0.866666667,2,3.448275862,-8,1.862464719,95,0.179584121,Difficult
G7,4549,13-08-2025,ORD,MLI,13-08-2025 14:00,13-08-2025 15:07,50,49,0.98,115,36,0.734693878,28,0,0.777777778,2,4.081632653,4,1.738694851,103,0.194706994,Difficult
G7,4519,14-08-2025,ORD,SCE,14-08-2025 18:20,14-08-2025 21:24,50,52,1.04,75,45,0.865384615,44,0,0.977777778,2,3.846153846,35,3.49415002,23,0.041071429,Difficult
G7,4482,14-08-2025,ORD,TUL,14-08-2025 15:35,14-08-2025 17:35,50,51,1.02,-20,40,0.784313726,34,0,0.85,2,3.921568627,35,2.67024758,44,0.078571429,Difficult
G7,4554,14-08-2025,ORD,GRB,14-08-2025 14:00,14-08-2025 15:11,50,53,1.06,45,40,0.754716981,32,0,0.8,2,3.773584906,30,2.601127675,47,0.083928571,Difficult
G7,4390,14-08-2025,ORD,CHA,14-08-2025 14:09,14-08-2025 16:55,50,54,1.08,124,38,0.703703704,32,0,0.842105263,2,3.703703704,38,2.595159846,48,0.085714286,Difficult
G7,4501,14-08-2025,ORD,AVP,14-08-2025 13:55,14-08-2025 16:55,50,48,0.96,110,43,0.895833333,29,0,0.674418605,2,4.166666667,-3,2.382064756,58,0.103571429,Difficult
G7,4395,14-08-2025,ORD,TVC,14-08-2025 18:15,14-08-2025 20:38,50,51,1.02,132,37,0.725490196,31,0,0.837837838,2,3.921568627,86,2.372475281,59,0.105357143,Difficult
G7,4574,14-08-2025,ORD,YOW,14-08-2025 10:56,14-08-2025 14:04,50,50,1,64,34,0.68,32,0,0.941176471,2,4,0,2.359523207,61,0.108928571,Difficult
G7,4590,14-08-2025,ORD,MDT,14-08-2025 16:45,14-08-2025 19:52,50,60,1.2,-20,44,0.733333333,15,0,0.340909091,2,3.333333333,66,1.969151495,83,0.148214286,Difficult
G7,4185,15-08-2025,ORD,STL,15-08-2025 20:05,15-08-2025 21:35,50,55,1.1,75,44,0.8,42,0,0.954545455,2,3.636363636,0,3.555247159,17,0.03057554,Difficult
G7,4186,15-08-2025,ORD,MLI,15-08-2025 20:20,15-08-2025 21:37,50,48,0.96,85,33,0.6875,32,0,0.96969697,2,4.166666667,1,2.60960343,46,0.082733813,Difficult
G7,4429,15-08-2025,ORD,FSD,15-08-2025 15:52,15-08-2025 17:44,50,58,1.16,57,38,0.655172414,29,0,0.763157895,2,3.448275862,9,2.540422997,51,0.091726619,Difficult
G7,4542,01-08-2025,ORD,LIT,01-08-2025 20:05,01-08-2025 22:16,50,45,0.9,70,40,0.888888889,36,0,0.9,3,6.666666667,19,4.049617589,9,0.016042781,Difficult
G7,4491,01-08-2025,ORD,CAE,01-08-2025 18:30,01-08-2025 21:45,50,47,0.94,80,35,0.744680851,23,0,0.657142857,3,6.382978723,0,2.850363059,22,0.039215686,Difficult
G7,4389,01-08-2025,ORD,CID,01-08-2025 12:50,01-08-2025 14:04,50,49,0.98,68,31,0.632653061,25,0,0.806451613,3,6.12244898,-6,2.830794621,23,0.040998217,Difficult
G7,4185,01-08-2025,ORD,STL,01-08-2025 20:05,01-08-2025 21:35,50,53,1.06,90,28,0.528301887,24,0,0.857142857,3,5.660377358,-3,2.730116942,27,0.048128342,Difficult
G7,4188,01-08-2025,ORD,GSO,01-08-2025 18:10,01-08-2025 21:17,50,42,0.84,80,28,0.666666667,16,0,0.571428571,3,7.142857143,161,2.090211122,47,0.083778966,Difficult
G7,4571,02-08-2025,ORD,XNA,02-08-2025 20:00,02-08-2025 22:06,50,53,1.06,420,47,0.886792453,47,0,1,3,5.660377358,45,4.02213655,17,0.032692308,Difficult
G7,4563,02-08-2025,ORD,FSD,02-08-2025 12:45,02-08-2025 14:35,50,55,1.1,40,43,0.781818182,28,0,0.651162791,3,5.454545455,4,2.69860849,39,0.075,Difficult
G7,4463,02-08-2025,ORD,ABE,02-08-2025 18:35,02-08-2025 21:55,50,47,0.94,237,34,0.723404255,29,0,0.852941177,3,6.382978723,-11,2.637027258,43,0.082692308,Difficult
G7,4460,02-08-2025,ORD,ROC,02-08-2025 07:15,02-08-2025 10:15,50,50,1,650,31,0.62,26,0,0.838709677,3,6,-5,2.201551748,63,0.121153846,Difficult
G7,4445,02-08-2025,ORD,BHM,02-08-2025 10:55,02-08-2025 12:55,50,57,1.14,63,47,0.824561404,16,0,0.340425532,3,5.263157895,-3,2.189984971,67,0.128846154,Difficult
G7,4429,03-08-2025,ORD,FSD,03-08-2025 15:52,03-08-2025 17:44,50,52,1.04,84,44,0.846153846,37,0,0.840909091,3,5.769230769,-1,4.332295887,8,0.01459854,Difficult
G7,4588,03-08-2025,ORD,MDT,03-08-2025 13:55,03-08-2025 16:57,50,50,1,58,51,1.02,26,0,0.509803922,3,6,-2,4.190656464,10,0.018248175,Difficult
G7,4574,03-08-2025,ORD,YOW,03-08-2025 10:56,03-08-2025 14:04,50,55,1.1,74,34,0.618181818,28,0,0.823529412,3,5.454545455,-1,3.371624409,22,0.040145985,Difficult
G7,4563,03-08-2025,ORD,FSD,03-08-2025 12:45,03-08-2025 14:35,50,56,1.12,42,24,0.428571429,16,0,0.666666667,3,5.357142857,-7,2.097155147,72,0.131386861,Difficult
G7,4425,04-08-2025,ORD,GRR,04-08-2025 14:00,04-08-2025 16:04,50,50,1,149,59,1.18,46,0,0.779661017,3,6,5,6.182688732,5,0.008849558,Difficult
G7,4391,04-08-2025,ORD,SGF,04-08-2025 20:06,04-08-2025 22:00,50,49,0.98,71,50,1.020408163,37,0,0.74,3,6.12244898,52,5.115817903,11,0.019469027,Difficult
G7,4395,04-08-2025,ORD,TVC,04-08-2025 18:15,04-08-2025 20:38,50,58,1.16,65,30,0.517241379,26,0,0.866666667,3,5.172413793,-10,3.798526187,27,0.047787611,Difficult
G7,4468,04-08-2025,ORD,LEX,04-08-2025 21:20,04-08-2025 23:50,50,47,0.94,69,36,0.765957447,29,0,0.805555556,3,6.382978723,12,3.695905222,31,0.054867257,Difficult
